"COUB","Country of birth","FBORN","Place of birth","EDU","Education level","AGE","Age","NAT","Citizenship","COU","Country of residence","Value","Flag Codes","Flags"
"AFRI","Africa","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",217280,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",7911,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",11489,,
"ASIA","Asia","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",19400,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",7911,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",11489,,
"ASIA","Asia","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",19400,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",14196,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",13653,,
"ASIA","Asia","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",27849,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",14196,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",13653,,
"ASIA","Asia","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",27849,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",2891,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",4941,,
"ASIA","Asia","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",7832,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",2891,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",4941,,
"ASIA","Asia","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",7832,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",24998,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",30083,,
"ASIA","Asia","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",55081,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",24998,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",30083,,
"ASIA","Asia","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",55081,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",32759,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",18099,,
"EURO","Europe","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",50858,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",16000,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",2697688,,
"EURO","Europe","0","Native-born","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",2713688,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",48759,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",2715787,,
"EURO","Europe","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",2764546,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",49725,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",21675,,
"EURO","Europe","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",71400,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",62946,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",3663770,,
"EURO","Europe","0","Native-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",3726716,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",112671,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",3685445,,
"EURO","Europe","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",3798116,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",12930,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",6284,,
"EURO","Europe","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",19214,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",2056,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",765353,,
"EURO","Europe","0","Native-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",767409,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",14986,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",771637,,
"EURO","Europe","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",786623,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",95414,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",46058,,
"EURO","Europe","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",141472,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",81002,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",7126811,,
"EURO","Europe","0","Native-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",7207813,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",176416,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",7172869,,
"EURO","Europe","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",7349285,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",1749,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",1364,,
"NOAM","North America","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",3113,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",1749,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",1364,,
"NOAM","North America","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",3113,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",1313,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",1951,,
"NOAM","North America","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",3264,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",1313,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",1951,,
"NOAM","North America","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",3264,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",1323,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",558,,
"NOAM","North America","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",1881,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",1323,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",558,,
"NOAM","North America","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",1881,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",4385,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",3873,,
"NOAM","North America","1","Foreign-born","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",8258,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","2","Citizen of another country","FRA","France",4385,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",3873,,
"NOAM","North America","ALL_FBORN","All places of birth","ALL_EDU","All levels of education","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",8258,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",180,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",256,,
"OCEA","Oceania","1","Foreign-born","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",436,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","2","Citizen of another country","FRA","France",180,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",256,,
"OCEA","Oceania","ALL_FBORN","All places of birth","2","ISCED 3/4","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",436,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",140,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",276,,
"OCEA","Oceania","1","Foreign-born","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",416,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","2","Citizen of another country","FRA","France",140,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",276,,
"OCEA","Oceania","ALL_FBORN","All places of birth","1","ISCED 0/1/2","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",416,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",77,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","1","Citizen of the country of residence","FRA","France",82,,
"OCEA","Oceania","1","Foreign-born","3_4","ISCED 5/6","1_2","15-24 years","ALL_NAT","All citizenships","FRA","France",159,,
"OCEA","Oceania","ALL_FBORN","All places of birth","3_4","ISCED 5/6","1_2","15-24 years","2","Citizen of another country","FRA","France",77,,
